State,Agency Type,Agency Name,Population1,"Total
Offenses","Crimes
Against
Persons","Crimes
Against
Property","Crimes
Against
Society","Assault
Offenses","Aggravated
Assault","Simple
Assault",Intimidation,"Homicide
Offenses","Murder and
Nonnegligent
Manslaughter","Negligent
Man-
slaughter","Justifiable
Homicide","Human
Trafficking
Offenses","Commercial
Sex Acts","Involuntary
Servitude","Kidnapping/
Abduction","Sex
Offenses",Rape,Sodomy,"Sexual
Assault
With an
Object","Criminal
Sexual
Contact2",Incest,"Statutory
Rape",Arson,Bribery,"Burglary/
Breaking &
Entering","Counter-
feiting/
Forgery","Destruction/
Damage/
Vandalism
of Property","Embezzle-
ment","Extortion/
Blackmail","Fraud
Offenses","False
Pretenses/
Swindle/
Confidence
Game","Credit
Card/
Automated
Teller
Machine
Fraud","Imper-
sonation","Welfare
Fraud","Wire
Fraud","Identity 
Theft","Hacking/
Computer 
Invasion","Larceny/
Theft
Offenses","Pocket-
picking","Purse-
snatching","Shop-
lifting","Theft
From
Building","Theft
From
Coin Op-
erated
Machine
or Device","Theft
From
Motor
Vehicle","Theft of 
Motor 
Vehicle
Parts or
Acces-
sories","All
Other
Larceny","Motor
Vehicle
Theft",Robbery,"Stolen
Property
Offenses","Animal 
Cruelty","Drug/
Narcotic
Offenses","Drug/
Narcotic
Violations","Drug
Equipment
Violations","Gambling
Offenses","Betting/
Wagering","Operating/
Promoting/
Assisting
Gambling","Gambling
Equipment
Violations","Sports
Tampering","Por-
nography/
Obscene
Material","Pros-
titution
Offenses","Pros-
titution","Assisting or
Promoting
Prostitution","Purchasing
Prostitution","Weapon
Law
Violations"
CALIFORNIA,City,Hanford,"60,208","2,541",693,"1,185",663,608,233,319,56,5,3,2,0,0,0,0,28,52,15,8,2,24,0,3,19,0,102,39,241,6,0,75,30,27,13,0,0,5,0,475,4,1,201,34,0,65,68,102,140,32,56,1,527,321,206,0,0,0,0,0,27,0,0,0,0,108
CALIFORNIA,City,Hawthorne,"81,941","4,271","1,049","2,757",465,966,378,488,100,8,8,0,0,3,3,0,15,57,24,7,1,22,0,3,14,0,233,61,271,18,2,87,49,1,12,0,0,25,0,"1,185",16,6,383,108,0,411,104,157,657,183,46,1,306,171,135,1,1,0,0,0,4,2,1,1,0,151
CALIFORNIA,City,Hayward,"1,53,419","9,981","1,609","7,758",614,"1,427",388,929,110,12,12,0,0,0,0,0,48,122,61,14,7,37,0,3,34,1,553,33,"1,225",17,2,423,35,0,35,0,0,353,0,"2,986",12,16,504,122,28,822,674,808,"2,098",268,118,2,368,238,130,0,0,0,0,0,3,6,4,2,0,235
CALIFORNIA,City,Healdsburg,"11,068",923,115,470,338,101,30,59,12,0,0,0,0,0,0,0,7,7,4,2,0,1,0,0,3,0,14,6,222,6,0,45,31,3,4,0,0,7,0,134,2,2,60,4,0,12,9,45,6,3,31,2,282,140,142,0,0,0,0,0,1,0,0,0,0,53
CALIFORNIA,City,Hemet,"93,212","3,975",777,"2,313",885,699,270,391,38,4,4,0,0,0,0,0,12,62,29,4,4,23,0,2,8,0,160,25,445,9,0,84,59,5,8,0,0,12,0,"1,165",7,2,483,182,4,223,38,226,232,92,93,2,691,372,319,0,0,0,0,0,0,1,1,0,0,191
CALIFORNIA,City,Hercules,"26,739",572,112,320,140,105,36,47,22,0,0,0,0,0,0,0,5,2,0,0,0,2,0,0,0,0,20,6,34,3,1,54,23,11,8,0,0,12,0,131,1,1,54,3,0,19,25,28,37,9,25,0,95,71,24,0,0,0,0,0,0,0,0,0,0,45
CALIFORNIA,City,Hermosa Beach,"18,312","1,094",200,702,192,184,57,114,13,0,0,0,0,0,0,0,2,14,3,4,0,6,0,1,3,0,98,19,83,1,3,94,36,10,21,0,0,25,2,315,2,0,20,20,0,59,18,196,47,10,29,0,149,89,60,0,0,0,0,0,1,0,0,0,0,42
CALIFORNIA,City,Hillsborough,"10,728",217,33,175,9,22,5,12,5,0,0,0,0,0,0,0,4,7,1,3,0,3,0,0,0,0,18,10,34,2,0,51,32,1,6,0,0,11,1,50,0,1,0,5,0,14,3,27,9,1,0,0,8,4,4,0,0,0,0,0,0,0,0,0,0,1
CALIFORNIA,City,Hollister,"45,626","1,634",554,675,405,476,116,297,63,1,1,0,0,0,0,0,28,49,13,3,4,27,0,2,5,0,27,23,143,9,7,68,32,21,9,0,0,6,0,288,1,1,123,17,0,83,13,50,71,17,17,24,318,168,150,0,0,0,0,0,4,2,2,0,0,57
CALIFORNIA,City,Holtville,"5,541",81,32,39,10,31,2,27,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,12,1,0,3,1,2,0,0,0,0,0,14,0,0,5,1,0,2,2,4,5,0,2,0,7,3,4,0,0,0,0,0,0,0,0,0,0,3
CALIFORNIA,City,Imperial,"21,980",259,79,75,105,75,15,49,11,0,0,0,0,0,0,0,0,4,1,1,0,2,0,0,1,0,7,4,18,3,0,7,2,1,0,0,0,4,0,23,0,0,3,5,0,6,2,7,10,0,2,0,93,41,52,0,0,0,0,0,0,0,0,0,0,12
CALIFORNIA,City,Imperial Beach,"25,247",919,343,295,281,337,119,199,19,0,0,0,0,0,0,0,4,2,0,0,0,2,0,0,1,0,9,1,76,0,0,25,5,0,10,0,0,10,0,83,0,1,17,9,0,28,4,24,70,18,12,0,255,131,124,0,0,0,0,0,1,10,10,0,0,15
CALIFORNIA,City,Inglewood,"1,01,399","7,058","1,544","5,173",341,"1,407",370,806,231,8,7,1,0,2,2,0,20,107,26,11,11,55,0,4,26,0,304,55,713,169,5,218,149,21,11,0,0,37,0,"2,528",216,11,652,281,0,899,178,291,882,268,5,2,173,98,75,0,0,0,0,0,3,3,0,3,0,160
CALIFORNIA,City,Ione,"5,531",126,51,62,13,45,10,35,0,0,0,0,0,0,0,0,2,4,3,0,1,0,0,0,1,0,1,5,21,0,0,9,3,0,0,0,0,6,0,22,1,1,3,0,0,3,2,12,0,3,0,1,6,4,2,0,0,0,0,0,2,0,0,0,0,4
CALIFORNIA,City,Irvine,"3,16,764","9,282","1,494","6,362","1,426","1,336",151,"1,066",119,7,5,0,2,0,0,0,37,114,32,13,4,51,0,14,17,1,601,135,600,18,17,928,318,93,229,0,1,282,5,"3,619",17,1,698,239,0,701,269,"1,694",223,70,133,12,"1,293",656,637,0,0,0,0,0,10,9,5,4,0,102
CALIFORNIA,City,Irwindale,"1,414",618,67,385,166,62,24,24,14,2,2,0,0,0,0,0,1,2,0,0,0,2,0,0,2,0,50,4,116,3,4,10,6,0,2,0,0,2,0,123,0,0,10,21,1,35,13,43,41,7,25,0,138,68,70,0,0,0,0,0,0,0,0,0,0,28
CALIFORNIA,City,Isleton,770,75,18,55,2,16,5,9,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,20,1,9,2,0,8,1,0,7,0,0,0,0,14,0,0,1,2,0,1,0,10,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
CALIFORNIA,City,Jackson,"5,177",390,118,137,135,106,21,78,7,0,0,0,0,0,0,0,4,8,4,1,1,1,0,1,1,0,9,1,33,3,0,19,12,3,3,0,0,1,0,63,0,0,14,14,0,9,6,20,6,0,2,1,125,60,65,0,0,0,0,0,2,0,0,0,0,7
CALIFORNIA,City,Kensington,"5,398",126,7,111,8,5,3,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,9,3,20,0,0,9,3,0,0,0,0,6,0,56,0,0,2,5,0,26,8,15,9,2,2,0,7,4,3,0,0,0,0,0,0,0,0,0,0,1
CALIFORNIA,City,King City,"14,112",437,119,227,91,97,30,46,21,0,0,0,0,0,0,0,6,16,5,3,0,7,0,1,5,0,11,7,72,0,4,28,13,1,5,0,0,5,4,77,0,0,13,9,0,18,5,32,10,4,9,0,73,36,37,0,0,0,0,0,0,0,0,0,0,18
CALIFORNIA,City,Lafayette,"24,934",618,72,490,56,70,11,51,8,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,26,7,62,2,0,65,37,8,10,0,0,10,0,279,6,3,150,18,0,38,23,41,15,10,24,0,50,20,30,0,0,0,0,0,4,0,0,0,0,2
CALIFORNIA,City,Laguna Hills,"29,895","1,126",177,585,364,167,41,108,18,0,0,0,0,0,0,0,9,1,0,0,0,1,0,0,0,0,41,19,93,3,3,75,10,15,12,2,13,23,0,257,1,0,100,27,0,71,24,34,41,29,24,0,331,161,170,0,0,0,0,0,1,1,1,0,0,31
CALIFORNIA,City,Laguna Niguel,"62,363","1,603",240,897,466,211,55,148,8,0,0,0,0,0,0,0,17,12,3,4,4,1,0,0,3,0,82,39,76,2,6,156,30,64,19,1,7,35,0,418,10,2,154,60,0,128,27,37,60,17,38,0,429,224,205,0,0,0,0,0,1,0,0,0,0,36
CALIFORNIA,City,Laguna Woods,"16,797",306,34,242,30,32,8,23,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,2,15,1,1,68,18,16,15,2,5,12,0,93,2,0,18,18,0,18,5,32,41,2,6,0,27,13,14,0,0,0,0,0,0,2,1,0,1,1
CALIFORNIA,City,La Habra,"60,335","3,342",572,"2,061",709,486,142,292,52,2,0,2,0,0,0,0,9,75,21,6,3,43,0,2,6,0,121,47,309,13,7,249,114,45,30,1,0,58,1,"1,053",12,3,424,134,1,205,85,189,147,49,60,1,607,311,296,0,0,0,0,0,8,0,0,0,0,93
CALIFORNIA,City,Lake Forest,"85,811","2,395",392,"1,163",840,377,95,278,4,0,0,0,0,0,0,0,9,6,2,0,1,2,0,1,7,0,89,42,139,4,0,181,48,45,15,1,12,59,1,497,5,0,198,72,0,103,57,62,129,28,47,2,761,375,386,0,0,0,0,0,0,11,3,0,8,66
CALIFORNIA,City,Lakeport,"5,170",496,200,183,113,184,54,98,32,0,0,0,0,0,0,0,4,12,5,1,0,6,0,0,2,0,12,7,49,1,0,18,11,2,1,0,0,4,0,66,0,1,14,12,0,14,4,21,16,3,9,5,91,62,29,0,0,0,0,0,1,0,0,0,0,16
CALIFORNIA,City,La Mesa,"60,352","2,763",775,"1,457",531,720,192,425,103,4,4,0,0,0,0,0,24,27,6,1,1,17,1,1,7,0,136,31,240,3,2,221,40,7,20,0,0,154,0,562,5,2,164,22,1,187,78,103,157,50,48,0,470,245,225,0,0,0,0,0,3,1,1,0,0,57
CALIFORNIA,City,La Palma,"14,856",709,85,463,161,76,15,49,12,0,0,0,0,0,0,0,2,7,1,1,2,1,0,2,0,0,52,13,70,2,0,66,26,17,9,0,0,14,0,190,0,2,17,7,0,67,50,47,41,12,17,0,142,69,73,0,0,0,0,0,0,0,0,0,0,19
CALIFORNIA,City,Lathrop,"44,277","1,600",367,"1,036",197,331,92,210,29,1,1,0,0,0,0,0,12,23,5,2,5,8,0,3,8,0,53,17,187,13,0,112,53,13,16,0,0,30,0,505,6,2,213,50,0,65,42,127,79,29,33,4,155,99,56,0,0,0,0,0,1,1,1,0,0,36
CALIFORNIA,City,La Verne,"29,391","1,447",184,"1,093",170,165,35,96,34,0,0,0,0,0,0,0,5,14,4,4,0,5,0,1,3,0,102,25,167,4,1,130,49,27,54,0,0,0,0,571,3,16,284,17,0,92,53,106,30,17,43,1,153,70,83,0,0,0,0,0,0,0,0,0,0,16
CALIFORNIA,City,Lemon Grove,"27,559","1,362",307,483,572,290,90,188,12,3,3,0,0,0,0,0,7,7,1,0,0,6,0,0,4,0,51,2,86,0,0,33,13,0,4,0,0,15,1,172,0,1,79,7,0,34,15,36,82,36,17,0,543,241,302,0,0,0,0,0,0,0,0,0,0,29
CALIFORNIA,City,Lemoore,"26,707","1,273",382,648,243,329,75,215,39,1,1,0,0,0,0,0,10,42,13,5,3,16,0,5,3,0,28,15,221,4,2,65,36,16,8,0,0,5,0,203,0,0,41,17,2,41,12,90,68,14,25,4,179,122,57,0,0,0,0,0,14,1,1,0,0,45
CALIFORNIA,City,Lincoln,"56,152","1,472",308,661,503,266,35,190,41,1,1,0,0,0,0,0,7,34,6,6,0,18,0,4,5,0,20,25,114,6,0,157,74,12,23,0,0,48,0,283,5,0,106,21,1,41,25,84,22,8,21,1,436,217,219,0,0,0,0,0,26,0,0,0,0,40
CALIFORNIA,City,Lindsay,"12,449",859,235,406,218,214,40,134,40,1,1,0,0,0,0,0,2,18,2,5,0,10,0,1,3,0,27,20,134,1,1,35,16,6,13,0,0,0,0,120,0,1,50,10,0,14,7,38,40,11,14,5,184,95,89,0,0,0,0,0,3,1,1,0,0,25
CALIFORNIA,City,Livermore,"81,316","3,890",699,"2,668",523,620,121,430,69,3,3,0,0,0,0,0,15,61,23,3,2,30,0,3,18,0,235,36,251,17,8,285,116,59,18,0,0,89,3,"1,380",12,1,547,41,2,379,144,254,315,40,83,6,413,223,190,0,0,0,0,0,9,3,2,0,1,92
CALIFORNIA,City,Livingston,"14,786",676,160,386,130,144,44,81,19,0,0,0,0,0,0,0,7,9,2,3,1,1,0,2,0,0,12,14,97,1,1,34,13,10,5,0,0,6,0,166,2,0,49,7,0,30,15,63,37,5,19,1,97,52,45,0,0,0,0,0,0,0,0,0,0,32
CALIFORNIA,City,Lompoc,"42,607","2,018",699,"1,010",309,620,153,433,34,0,0,0,0,0,0,0,20,59,13,9,5,24,0,8,6,0,70,20,267,3,0,41,14,23,2,0,0,2,0,415,0,2,151,35,0,95,22,110,132,35,21,0,233,130,103,0,0,0,0,0,4,0,0,0,0,72
CALIFORNIA,City,Long Beach,"4,44,232","30,900","7,552","21,537","1,811","6,978","1,808","4,412",758,40,37,2,1,4,2,2,111,419,146,54,24,189,0,6,136,0,"2,994",264,"3,733",30,16,672,222,147,80,1,0,220,2,"8,194",66,43,"2,393",433,11,"2,408","1,243","1,597","4,383",994,121,23,"1,164",539,625,0,0,0,0,0,16,8,4,2,2,600
CALIFORNIA,City,Los Alamitos,"11,945",544,64,342,138,58,35,20,3,0,0,0,0,0,0,0,0,6,3,0,0,3,0,0,3,0,86,19,45,3,0,30,29,1,0,0,0,0,0,101,16,1,20,16,0,10,14,24,25,4,26,0,131,70,61,0,0,0,0,0,0,0,0,0,0,7
CALIFORNIA,City,Los Altos,"29,551",732,75,566,91,61,16,33,12,0,0,0,0,0,0,0,5,9,3,0,0,6,0,0,0,0,75,26,42,3,5,107,61,10,16,0,0,18,2,272,3,2,28,22,0,104,12,101,16,5,15,1,77,36,41,0,0,0,0,0,8,0,0,0,0,5
CALIFORNIA,City,Los Banos,"49,549","2,426",591,"1,399",436,512,65,379,68,1,1,0,0,0,0,0,21,57,11,6,3,33,0,4,8,0,85,27,344,6,1,60,26,24,4,0,0,4,2,704,6,5,356,25,0,113,54,145,112,20,32,2,306,184,122,0,0,0,0,0,22,0,0,0,0,106
CALIFORNIA,City,Los Gatos,"31,828","1,110",164,794,152,135,27,87,21,0,0,0,0,0,0,0,10,19,4,1,3,9,0,2,4,0,70,22,121,3,4,139,71,28,27,0,0,13,0,366,14,10,82,26,0,102,23,109,29,14,22,1,130,62,68,0,0,0,0,0,4,1,0,0,1,16
CALIFORNIA,City,Madera,"68,607","3,982","1,375","1,589","1,018","1,191",186,893,112,3,2,1,0,1,1,0,67,113,21,8,6,59,0,19,52,0,71,29,463,10,3,112,58,11,27,0,0,14,2,558,2,4,174,76,4,150,19,129,192,53,46,0,783,352,431,0,0,0,0,0,18,0,0,0,0,217
CALIFORNIA,City,Mammoth Lakes,"7,171",309,110,156,43,101,34,59,8,0,0,0,0,0,0,0,3,6,2,0,0,4,0,0,3,0,7,6,35,3,1,15,8,1,2,1,0,3,0,78,1,0,12,10,0,9,3,43,1,1,6,1,27,17,10,0,0,0,0,0,5,0,0,0,0,10
CALIFORNIA,City,Manhattan Beach,"32,724","1,419",124,"1,152",143,109,27,59,23,1,1,0,0,0,0,0,4,10,4,1,0,5,0,0,3,0,135,24,77,1,4,137,68,17,11,0,0,41,0,631,8,0,282,56,0,118,29,138,75,16,49,2,114,63,51,0,0,0,0,0,1,0,0,0,0,26
CALIFORNIA,City,Manteca,"93,538","3,528",890,"2,157",481,761,216,454,91,1,1,0,0,3,3,0,32,93,20,17,5,46,0,5,15,0,189,15,325,11,4,260,86,16,47,0,0,111,0,980,16,6,374,65,3,206,98,212,223,68,67,5,340,228,112,0,0,0,0,0,11,2,0,2,0,123
CALIFORNIA,City,Marina,"23,021","1,172",310,533,329,262,44,133,85,1,0,1,0,0,0,0,20,27,12,2,2,11,0,0,1,0,14,21,104,4,5,82,42,1,22,0,0,17,0,261,1,1,130,13,0,31,8,77,16,8,17,0,296,156,140,0,0,0,0,0,6,0,0,0,0,27
CALIFORNIA,City,Martinez,"36,132","1,442",360,780,302,313,66,216,31,0,0,0,0,0,0,0,21,26,7,9,1,9,0,0,12,0,28,14,177,3,2,79,30,16,12,0,1,20,0,332,2,2,77,28,0,87,61,75,90,21,22,2,269,161,108,0,0,0,0,0,4,1,0,1,0,26
CALIFORNIA,City,Marysville,"12,616","1,317",298,447,572,275,76,184,15,2,2,0,0,0,0,0,9,12,4,1,2,3,0,2,5,0,27,14,79,2,0,44,27,3,8,0,0,6,0,158,1,1,41,25,0,29,18,43,82,10,26,0,520,325,195,0,0,0,0,0,3,0,0,0,0,49
CALIFORNIA,City,McFarland,"14,008",532,140,232,160,117,48,56,13,1,1,0,0,0,0,0,8,14,5,1,1,4,0,3,0,0,9,11,65,2,4,20,9,6,1,0,0,4,0,64,0,2,15,8,0,12,2,25,41,3,13,0,128,65,63,0,0,0,0,0,3,0,0,0,0,29
CALIFORNIA,City,Menifee,"1,17,055","2,767",676,"1,512",579,586,161,373,52,3,1,2,0,0,0,0,32,55,23,8,2,19,0,3,2,1,113,41,225,2,4,195,74,13,31,1,0,76,0,667,3,2,150,146,0,150,68,148,175,28,59,1,469,252,217,0,0,0,0,0,9,2,1,1,0,98
CALIFORNIA,City,Menlo Park,"31,052","1,330",187,865,278,163,53,86,24,0,0,0,0,0,0,0,2,22,8,1,1,11,0,1,3,0,87,24,106,1,5,131,51,30,19,0,0,29,2,429,10,6,92,55,1,98,28,139,41,8,30,0,253,131,122,0,0,0,0,0,5,0,0,0,0,20
CALIFORNIA,City,Merced,"96,077","7,384","2,250","4,666",468,"1,975",489,"1,257",229,7,7,0,0,0,0,0,67,201,64,29,21,75,0,12,73,0,550,84,"1,142",102,8,305,190,48,14,0,0,53,0,"1,693",4,1,557,135,14,443,133,406,469,161,79,10,256,167,89,1,0,1,0,0,14,3,2,1,0,184
CALIFORNIA,City,Milpitas,"76,523","5,027",745,"3,416",866,658,142,458,58,4,3,1,0,0,0,0,28,55,23,10,2,20,0,0,9,1,185,54,377,10,6,359,200,23,43,0,0,91,2,"1,981",25,9,802,198,2,419,184,342,303,66,65,3,772,343,429,1,0,1,0,0,14,3,1,2,0,73
CALIFORNIA,City,Mission Viejo,"89,699","2,546",299,"1,654",593,282,57,201,24,2,0,2,0,0,0,0,5,10,2,1,1,6,0,0,4,0,88,32,163,5,3,313,74,95,35,1,20,88,0,889,7,1,488,62,1,186,74,70,88,29,40,0,530,275,255,0,0,0,0,0,2,0,0,0,0,61
CALIFORNIA,City,Modesto,"2,18,990","15,163","3,667","8,724","2,772","3,333","1,062","2,108",163,8,7,1,0,1,1,0,60,265,85,35,26,104,0,15,126,1,583,101,"1,580",28,27,"1,078",317,406,128,0,0,226,1,"4,041",11,16,"1,625",240,3,831,189,"1,126",725,248,186,6,"2,260","1,223","1,037",19,0,11,8,0,64,7,4,3,0,416
CALIFORNIA,City,Monrovia,"36,365","1,938",283,"1,306",349,250,67,163,20,3,2,0,1,0,0,0,8,22,6,2,5,8,0,1,9,0,91,42,179,12,2,169,100,0,22,0,0,47,0,630,0,0,205,46,0,148,80,151,127,35,10,2,292,147,145,0,0,0,0,0,8,0,0,0,0,47
CALIFORNIA,City,Montague,"1,169",39,19,9,11,13,4,7,2,0,0,0,0,0,0,0,0,6,3,0,0,3,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,1,1,2,0,0,0,0,10,7,3,0,0,0,0,0,1,0,0,0,0,0
CALIFORNIA,City,Montclair,"37,414","3,039",421,"1,980",638,377,160,188,29,0,0,0,0,0,0,0,14,30,13,3,0,13,0,1,19,2,217,34,271,13,4,113,34,8,26,0,0,45,0,876,2,1,386,11,0,132,119,225,291,67,73,0,552,334,218,0,0,0,0,0,4,0,0,0,0,82
CALIFORNIA,City,Montebello,"59,231","3,142",548,"2,206",388,510,202,264,44,2,2,0,0,0,0,0,5,31,10,2,3,14,0,2,11,0,188,27,303,5,5,167,36,29,3,0,0,99,0,892,2,2,229,27,2,249,84,297,490,79,39,1,309,159,150,0,0,0,0,0,1,0,0,0,0,77
CALIFORNIA,City,Monterey,"28,792","1,831",502,944,385,453,73,289,91,2,0,2,0,2,1,1,13,32,10,4,6,10,0,2,6,0,80,49,162,10,2,122,71,8,15,0,0,27,1,414,12,9,104,38,1,84,23,143,29,18,52,1,336,171,165,0,0,0,0,0,9,4,1,2,1,35
CALIFORNIA,City,Monterey Park,"56,904","2,155",287,"1,715",153,249,83,141,25,5,1,4,0,0,0,0,13,20,9,1,1,8,0,1,7,0,234,14,184,5,6,187,94,14,14,0,0,65,0,779,2,2,121,120,0,268,134,132,205,65,29,2,124,72,52,0,0,0,0,0,0,0,0,0,0,27
CALIFORNIA,City,Monte Sereno,"3,455",53,7,46,0,7,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,4,0,0,13,7,0,4,0,0,2,0,11,0,0,0,4,0,3,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CALIFORNIA,City,Moorpark,"35,312",949,171,505,273,167,29,110,28,0,0,0,0,0,0,0,1,3,1,0,0,2,0,0,1,0,29,22,93,2,4,114,52,2,12,0,0,48,0,212,2,2,127,11,2,24,15,29,14,5,9,0,249,188,61,0,0,0,0,0,1,0,0,0,0,23
CALIFORNIA,City,Moraga,"16,438",157,24,127,6,18,11,5,2,1,1,0,0,0,0,0,0,5,2,1,1,1,0,0,2,0,26,2,13,0,3,18,17,0,1,0,0,0,0,59,38,0,13,1,0,2,0,5,3,0,1,0,2,2,0,0,0,0,0,0,3,0,0,0,0,1
CALIFORNIA,City,Morgan Hill,"44,083","1,747",270,"1,139",338,232,57,158,17,1,1,0,0,1,1,0,19,17,5,2,4,4,0,2,6,0,78,44,198,2,3,124,51,10,14,0,0,49,0,504,2,3,179,37,0,136,29,118,106,19,55,0,265,132,133,0,0,0,0,0,7,3,1,1,1,63
CALIFORNIA,City,Morro Bay,"10,532",485,125,195,165,111,22,67,22,1,0,1,0,0,0,0,4,9,6,1,0,2,0,0,4,0,4,11,59,0,3,24,8,3,4,0,0,9,0,75,0,3,15,5,0,12,3,37,5,2,8,0,158,88,70,0,0,0,0,0,0,0,0,0,0,7
CALIFORNIA,City,Mountain View,"81,461","4,266",768,"3,064",434,638,167,406,65,0,0,0,0,0,0,0,39,91,17,16,10,40,0,8,19,0,406,23,294,9,19,302,164,48,26,0,0,60,4,"1,697",18,4,279,157,0,435,117,687,192,45,58,0,369,197,172,0,0,0,0,0,11,0,0,0,0,54
CALIFORNIA,City,Mount Shasta,"3,166",114,62,27,25,58,19,35,4,0,0,0,0,0,0,0,0,4,2,0,0,1,0,1,1,0,2,2,6,0,0,2,1,0,1,0,0,0,0,9,0,0,2,2,0,3,0,2,3,1,1,0,17,9,8,0,0,0,0,0,3,0,0,0,0,5
CALIFORNIA,City,Murrieta,"1,12,125","3,346",832,"1,762",752,746,137,529,80,2,1,1,0,0,0,0,11,73,20,11,5,27,0,10,15,0,133,44,253,21,17,256,90,45,50,0,0,70,1,804,16,4,286,65,2,139,61,231,127,39,53,4,636,322,314,0,0,0,0,0,10,17,2,0,15,85
CALIFORNIA,City,Napa,"76,888","3,116",788,"1,891",437,697,164,460,73,5,4,1,0,0,0,0,27,59,16,4,0,34,0,5,26,0,69,73,368,12,6,235,119,6,40,0,0,70,0,926,8,4,226,114,3,153,46,372,119,36,21,6,355,254,101,0,0,0,0,0,8,1,0,0,1,67
CALIFORNIA,City,National City,"54,915","2,974",903,"1,717",354,811,253,447,111,4,4,0,0,0,0,0,32,56,12,1,3,36,0,4,9,0,139,17,338,10,0,84,18,25,15,0,0,26,0,586,2,4,199,47,0,184,12,138,358,122,54,1,226,146,80,0,0,0,0,0,2,60,57,3,0,65
CALIFORNIA,City,Nevada City,"3,250",261,80,99,82,78,57,14,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,7,2,40,0,0,11,4,3,1,0,0,3,0,30,12,0,6,2,0,0,0,10,5,0,2,0,64,37,27,0,0,0,0,0,3,0,0,0,0,15
CALIFORNIA,City,Newark,"46,736","3,247",541,"2,417",289,498,110,333,55,2,1,1,0,0,0,0,14,27,6,2,0,18,0,1,14,0,191,20,284,13,7,110,57,18,10,0,0,24,1,"1,258",5,2,159,81,0,662,133,216,422,60,38,2,241,98,143,0,0,0,0,0,3,1,0,0,1,42
CALIFORNIA,City,Newman,"12,146",335,76,135,124,65,8,45,12,0,0,0,0,0,0,0,2,9,3,0,0,5,0,1,1,0,8,5,52,1,1,8,5,2,1,0,0,0,0,35,0,1,1,4,0,9,4,16,15,3,6,4,93,58,35,0,0,0,0,0,5,0,0,0,0,22
CALIFORNIA,City,Newport Beach,"81,811","4,395",755,"2,381","1,259",668,144,467,57,3,2,1,0,0,0,0,21,63,23,6,1,33,0,0,1,0,261,63,245,12,3,330,95,82,87,0,0,66,0,"1,164",27,20,86,182,1,307,48,493,123,39,140,18,"1,123",596,527,0,0,0,0,0,16,0,0,0,0,102
CALIFORNIA,City,Novato,"51,258","2,171",501,"1,247",423,451,89,265,97,0,0,0,0,0,0,0,21,29,16,4,1,7,0,1,19,0,41,15,257,8,7,195,71,0,16,0,0,107,1,579,5,4,124,31,0,94,43,278,83,24,19,0,352,237,115,0,0,0,0,0,23,1,0,0,1,47
CALIFORNIA,City,Oakdale,"22,988","1,343",319,536,488,257,64,161,32,0,0,0,0,0,0,0,18,44,13,2,4,20,0,5,2,0,33,15,110,4,5,91,46,18,12,0,0,14,1,215,4,4,32,23,0,46,18,88,36,12,13,1,374,162,212,0,0,0,0,0,61,2,2,0,0,50
CALIFORNIA,City,Oakley,"46,548","1,263",281,856,126,251,45,175,31,0,0,0,0,0,0,0,5,25,8,1,4,10,0,2,4,0,39,16,220,8,4,75,60,6,3,0,0,6,0,286,0,0,60,12,1,84,29,100,122,12,70,0,74,46,28,0,0,0,0,0,6,1,1,0,0,45
CALIFORNIA,City,Oceanside,"1,68,725","8,014","2,098","4,910","1,006","1,919",582,"1,136",201,4,4,0,0,1,0,1,43,131,34,9,9,74,0,5,22,0,526,75,"1,234",12,3,499,169,149,15,0,0,159,7,"1,996",13,5,376,139,0,581,173,709,341,144,58,1,867,519,348,0,0,0,0,0,5,5,4,1,0,128
CALIFORNIA,City,Ojai,"7,412",279,74,150,55,70,18,51,1,1,0,1,0,0,0,0,1,2,0,0,0,2,0,0,2,0,5,12,47,0,1,23,12,5,2,0,0,4,0,52,0,0,17,5,0,7,0,23,3,2,3,1,40,29,11,0,0,0,0,0,0,0,0,0,0,14
CALIFORNIA,City,Orange,"1,37,970","5,231",725,"2,631","1,875",654,189,395,70,1,0,1,0,0,0,0,22,48,14,6,2,24,0,2,15,0,299,46,427,9,10,306,113,74,43,0,0,75,1,994,6,8,204,70,0,280,137,289,315,106,104,4,"1,775",788,987,0,0,0,0,0,8,0,0,0,0,88
CALIFORNIA,City,Orinda,"19,314",340,31,286,23,28,4,21,3,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,29,1,36,1,0,52,28,7,6,0,0,11,0,127,7,2,64,6,0,22,8,18,17,5,18,0,17,7,10,0,0,0,0,0,1,0,0,0,0,5
